grid_id,latitude,longitude,building_count,yellow_building_count,building_density,yellow_building_density,total_building_density,main_road_density,local_road_density,total_road_density,waterbody,water_percent,empty
7823,28.4552272,77.2598778,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
63970,28.8792301,77.2168889,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,57.16,42.84
47152,28.7534665,76.8934489,1,1,0.03,0.0,0.03,0.0,0.0,0.0,0,0.0,99.97
62577,28.8684504,77.288537,56,0,30.14,0.0,30.14,0.24,9.85,10.09,0,0.0,59.77
52166,28.7911956,76.9262023,10,3,0.85,0.0,0.85,0.14,6.21,6.35,0,0.0,92.8
34403,28.6564489,77.104299,35,10,28.89,5.77,34.66,0.35,7.44,7.79,0,0.0,57.55
19225,28.5414651,77.2148418,53,7,26.44,3.19,29.630000000000003,0.0,10.8,10.8,0,0.0,59.57
15075,28.5109225,77.0019446,23,2,7.84,2.68,10.52,0.0,14.69,14.69,0,0.0,74.78999999999999
44750,28.7355003,76.848413,0,0,0.0,0.0,0.0,12.07,0.0,12.07,0,0.0,87.93
50588,28.7786192,77.1063461,0,3,0.0,0.0,0.0,0.0,4.87,4.87,0,0.0,95.13
21905,28.5630246,76.8545543,1,2,0.76,0.0,0.76,0.31,4.86,5.17,0,0.0,94.07
52360,28.7911956,77.3233375,3,3,0.17,0.0,0.17,0.06,1.44,1.5,0,0.0,98.33
46724,28.7498733,76.9917092,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
47791,28.7570598,77.2271244,0,0,0.0,0.0,0.0,0.0,2.7,2.7,0,0.0,97.3
2948,28.4192948,77.0244626,1,0,0.27,0.0,0.27,0.37,4.72,5.09,0,0.0,94.64
51954,28.789399,76.9794266,0,3,0.0,0.0,0.0,0.0,0.38,0.38,0,0.0,99.62
5618,28.4390576,77.1309112,2,0,0.07,0.0,0.07,0.83,4.47,5.3,0,0.0,94.63
34591,28.6582456,77.0019446,0,0,0.09,0.0,0.09,3.94,5.61,9.55,0,0.0,90.36
58487,28.8379078,77.1984651,2,0,0.09,0.0,0.09,0.0,0.0,0.0,0,0.0,99.91
615,28.4013286,77.1206758,2,3,0.21,0.0,0.21,0.0,4.47,4.47,0,0.0,95.32
11156,28.4803799,77.2619249,1,0,0.07,0.0,0.07,0.17,9.09,9.26,0,0.0,90.67
37440,28.679805,76.987615,21,1,23.8,6.53,30.33,0.55,12.16,12.71,0,0.0,56.96
53557,28.8019753,76.8504601,0,0,0.0,0.0,0.0,0.07,1.72,1.79,0,0.0,98.21
209,28.3977353,77.2639719,12,3,8.39,0.0,8.39,0.32,5.2,5.52,0,0.0,86.09
56506,28.8235348,77.0408393,0,0,0.0,0.0,0.0,0.0,1.7,1.7,0,0.0,98.3
16632,28.5217023,77.266019,27,2,4.73,0.0,4.73,0.0,3.37,3.37,0,0.0,91.9
64211,28.8810267,77.2230302,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,64.60000000000001,35.39999999999999
26007,28.5935671,76.9691912,70,3,25.8,0.0,25.8,0.23,13.43,13.66,0,0.0,60.540000000000006
27569,28.6043469,77.2435011,14,2,11.91,2.99,14.9,0.0,8.77,8.77,1,0.73,75.6
27157,28.6025503,76.8873077,0,2,0.0,0.0,0.0,0.0,3.42,3.42,0,0.0,96.58
35704,28.6672287,76.8443188,4,5,0.4,0.0,0.4,4.91,2.94,7.85,1,0.22,91.53
49332,28.7696361,76.9712383,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
13361,28.4983462,76.9036844,2,5,0.24,0.0,0.24,0.29,5.81,6.1,0,0.0,93.66
5177,28.4354644,77.2025593,8,2,2.21,0.0,2.21,0.0,0.91,0.91,0,0.0,96.88
12872,28.4947529,76.8770722,0,0,0.0,0.0,0.0,0.0,0.2,0.2,0,0.0,99.8
33050,28.6456692,77.2578307,4,0,0.48,0.0,0.48,0.0,0.22,0.22,0,0.0,99.3
63097,28.8738402,76.8914018,1,0,0.08,0.0,0.08,0.0,2.98,2.98,0,0.0,96.94
53212,28.7983821,77.1186287,6,0,1.57,0.0,1.57,0.07,4.18,4.25,1,1.08,93.1
4002,28.4264813,77.2332656,0,0,0.0,0.0,0.0,0.06,6.05,6.11,0,0.0,93.89
24729,28.5827874,77.2762545,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
18869,28.5396685,76.9732854,0,1,0.0,0.0,0.0,0.0,1.03,1.03,0,0.0,98.97
61941,28.8648571,76.9610029,1,0,0.08,0.0,0.08,0.0,0.11,0.11,0,0.0,99.81
58899,28.841501,77.0674515,3,0,0.15,0.0,0.15,0.0,0.21,0.21,0,0.0,99.64
24577,28.5827874,76.965097,0,2,0.0,0.0,0.0,0.0,1.28,1.28,0,0.0,98.72
38453,28.6869915,77.1124874,8,0,2.49,0.0,2.49,0.66,21.13,21.79,0,0.0,75.72
57097,28.8271281,77.2762545,2,2,0.14,0.0,0.14,0.0,2.92,2.92,0,0.0,96.94
44868,28.7355003,77.0899694,18,2,6.99,0.82,7.81,3.46,12.91,16.37,0,0.0,75.82
45317,28.7390936,77.034698,0,5,0.0,0.0,0.0,0.1,3.43,3.53,1,59.95,36.52
63539,28.8756369,77.3090079,0,0,0.0,0.0,0.0,10.27,6.09,16.36,0,0.0,83.64
10650,28.4767867,77.2005122,18,0,7.91,0.0,7.91,0.1,6.3,6.4,0,0.0,85.69
58463,28.8379078,77.149335,3,0,1.59,0.0,1.59,0.56,7.25,7.81,0,0.0,90.6
40899,28.7049577,77.2475952,0,3,0.0,0.0,0.0,13.39,7.68,21.07,0,0.0,78.93
17871,28.532482,76.8791193,0,0,0.0,0.0,0.0,0.0,3.54,3.54,0,0.0,96.46
62580,28.8684504,77.2946783,26,0,5.46,0.0,5.46,0.19,12.13,12.32,0,0.0,82.22
15532,28.5145158,76.9630499,2,0,0.54,0.0,0.54,0.91,6.7,7.61,0,0.0,91.85
19528,28.5450583,76.8606955,2,1,0.18,0.0,0.18,0.0,3.01,3.01,0,0.0,96.81
57851,28.8343145,76.870931,0,0,0.0,0.0,0.0,0.0,4.31,4.31,0,0.0,95.69
7672,28.4552272,76.9507674,0,4,0.0,0.0,0.0,0.0,5.46,5.46,0,0.0,94.54
8926,28.4642103,77.0817811,33,6,15.91,5.23,21.14,0.03,16.24,16.27,0,0.0,62.59
54722,28.8091618,77.2864899,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
3010,28.4192948,77.1513821,3,5,0.14,0.0,0.14,0.82,7.1,7.92,0,0.0,91.94
36274,28.6708219,77.0367451,8,1,3.59,1.52,5.109999999999999,0.0,5.21,5.21,0,0.0,89.68
60312,28.8522808,77.0367451,7,0,1.17,0.0,1.17,0.0,1.98,1.98,0,0.0,96.85
1383,28.4067184,77.2312185,0,0,0.0,0.0,0.0,6.01,4.84,10.85,0,0.0,89.15
46010,28.7444834,76.9917092,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
18556,28.5360752,77.3069608,26,0,8.99,0.0,8.99,0.0,4.36,4.36,0,0.0,86.65
17467,28.5288887,77.0265097,36,10,1.65,0.0,1.65,0.29,13.52,13.81,1,0.06,84.48
8602,28.4624137,76.9057315,41,4,6.76,0.79,7.55,0.1,6.75,6.85,0,0.0,85.60000000000001
63646,28.8774335,77.0408393,6,0,0.99,0.0,0.99,0.0,2.72,2.72,0,0.0,96.29
48611,28.7642463,76.9569087,2,1,0.06,0.0,0.06,0.0,0.72,0.72,0,0.0,99.22
43582,28.7265172,76.8934489,6,2,3.27,0.0,3.27,0.0,5.01,5.01,0,0.0,91.72
14327,28.5055327,76.9323436,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
34808,28.6600422,76.9589558,2,1,0.15,0.0,0.15,0.0,1.31,1.31,0,0.0,98.54
3688,28.4246846,77.0776869,38,5,23.34,1.96,25.3,0.18,15.5,15.68,0,0.0,59.02
7347,28.451634,77.2598778,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
49024,28.7660429,77.3151492,34,2,7.32,0.0,7.32,0.04,5.69,5.73,0,0.0,86.95
11364,28.4821766,77.2005122,19,0,5.55,0.0,5.55,0.0,10.97,10.97,0,0.0,83.48
40081,28.6995679,77.034698,41,3,18.42,0.0,18.42,0.0,1.77,1.77,0,0.0,79.81
35998,28.6690253,76.9589558,7,8,1.37,0.0,1.37,2.96,10.88,13.84,0,0.0,84.79
55529,28.8163483,76.9896621,1,0,0.02,0.0,0.02,0.0,0.0,0.0,0,0.0,99.98
53901,28.803772,77.0674515,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
56976,28.8271281,77.0285568,1,0,0.06,0.0,0.06,0.0,0.0,0.0,0,0.0,99.94
49997,28.775026,76.870931,0,0,0.0,0.0,0.0,12.04,1.7,13.74,0,0.0,86.26
2868,28.4192948,76.8606955,19,5,2.6,0.4,3.0,0.31,4.09,4.4,0,0.0,92.6
31007,28.6312962,76.9732854,51,4,9.45,0.0,9.45,0.75,18.45,19.2,0,0.0,71.35
4048,28.4282779,76.8402246,8,6,0.88,0.0,0.88,0.22,5.4,5.62,0,0.0,93.5
41458,28.7103476,76.9302965,61,5,25.02,1.2,26.22,0.14,12.03,12.17,0,0.0,61.61
34237,28.6546523,77.2516894,23,0,1.53,0.0,1.53,0.0,5.0,5.0,1,19.48,73.99
20047,28.5486516,76.9487203,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
1318,28.4067184,77.0981578,29,6,7.61,0.0,7.61,0.0,12.14,12.14,0,0.0,80.25
23099,28.5720077,76.8627426,9,2,0.95,0.0,0.95,0.0,4.08,4.08,0,0.0,94.97
10639,28.4767867,77.1779942,17,0,12.93,0.0,12.93,0.0,6.47,6.47,0,0.0,80.6
35237,28.6636354,76.8627426,0,2,0.0,0.0,0.0,0.0,2.72,2.72,0,0.0,97.28
29755,28.6223131,76.8463659,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
41925,28.7139408,76.9118727,0,2,0.0,0.0,0.0,0.0,1.05,1.05,0,0.0,98.95
9475,28.4678036,77.2312185,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
7055,28.4498374,77.149335,1,0,0.14,0.0,0.14,0.0,4.23,4.23,0,0.0,95.63
17299,28.5270921,77.1698059,3,0,7.54,0.0,7.54,7.47,6.73,14.2,1,2.71,75.55
6696,28.4480407,76.9016373,0,5,0.0,0.0,0.0,0.15,7.49,7.64,0,0.0,92.36
1693,28.4103117,76.8914018,2,4,0.3,0.0,0.3,11.68,0.79,12.47,0,0.0,87.22999999999999
38610,28.6887881,76.9466732,7,3,2.72,2.39,5.11,18.02,8.82,26.84,1,0.5,67.55
59083,28.8432977,76.9569087,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
45778,28.7426868,77.0039917,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
12686,28.4929563,76.9835208,2,7,1.04,0.0,1.04,0.0,5.92,5.92,0,0.0,93.04
38117,28.6851949,76.9118727,28,0,16.27,0.0,16.27,7.28,13.47,20.75,0,0.0,62.98
26939,28.6007536,76.9282494,0,4,0.0,0.0,0.0,0.0,4.18,4.18,0,0.0,95.82
13331,28.4983462,76.8422717,0,4,0.0,0.0,0.0,13.2,2.69,15.89,0,0.0,84.11
3621,28.4246846,76.940532,24,1,25.85,0.85,26.700000000000003,0.0,16.66,16.66,0,0.0,56.63999999999999
49033,28.7678395,76.8463659,0,0,0.0,0.0,0.0,0.0,3.16,3.16,0,0.0,96.84
35959,28.6690253,76.8791193,6,7,1.55,0.0,1.55,0.0,10.09,10.09,0,0.0,88.36
17441,28.5288887,76.9732854,5,5,0.53,0.0,0.53,0.34,5.17,5.51,0,0.0,93.96
49597,28.7714328,77.0265097,0,0,0.0,0.0,0.0,0.0,3.69,3.69,0,0.0,96.31
64194,28.8810267,77.1882297,0,0,0.0,0.0,0.0,0.0,0.82,0.82,0,0.0,99.18
25615,28.5899739,77.1411466,6,0,3.18,0.0,3.18,0.0,0.3,0.3,0,0.0,96.52
38001,28.6833983,77.1616175,16,3,7.75,3.18,10.93,4.27,7.53,11.8,0,0.0,77.27
7885,28.4570238,76.8995902,17,2,3.91,0.0,3.91,0.41,2.77,3.18,0,0.0,92.91
56672,28.8253314,76.8934489,1,0,0.02,0.0,0.02,0.0,0.0,0.0,0,0.0,99.98
55560,28.8163483,77.0531218,7,0,2.79,0.0,2.79,0.0,2.91,2.91,0,0.0,94.3
34153,28.6546523,77.079734,3,0,2.53,0.0,2.53,2.8,4.54,7.34,1,34.72,55.41
20381,28.5504482,77.1452408,3,0,0.66,0.0,0.66,0.0,6.62,6.62,0,0.0,92.72
33269,28.6474658,77.218936,17,8,8.8,2.87,11.670000000000002,3.82,4.55,8.37,0,0.0,79.96
27404,28.6043469,76.9057315,0,2,0.0,0.0,0.0,0.0,2.72,2.72,0,0.0,97.28
54054,28.8055686,76.8934489,0,0,0.0,0.0,0.0,0.0,3.2,3.2,1,0.97,95.83
42863,28.7211273,76.8832135,1,6,0.21,0.0,0.21,0.0,3.56,3.56,0,0.0,96.23
62031,28.8648571,77.1452408,7,4,4.8,0.0,4.8,0.28,11.22,11.5,0,0.0,83.7
15319,28.5127191,77.0142272,21,0,6.11,0.0,6.11,0.19,5.51,5.7,0,0.0,88.19
25555,28.5899739,77.0183213,2,4,0.06,0.0,0.06,0.0,4.56,4.56,1,43.14,52.24000000000001
12615,28.4929563,76.8381775,4,2,0.25,0.0,0.25,0.0,4.09,4.09,0,0.0,95.66
37442,28.679805,76.9917092,0,2,0.0,0.0,0.0,0.0,2.78,2.78,0,0.0,97.22
57056,28.8271281,77.1923239,1,0,0.04,0.0,0.04,0.0,0.0,0.0,0,0.0,99.96
54374,28.8073652,77.0613102,25,0,20.23,0.0,20.23,2.66,6.51,9.17,0,0.0,70.6
56225,28.8217382,76.9528145,0,2,0.0,0.0,0.0,0.0,2.7,2.7,0,0.0,97.3
29467,28.6187199,77.2312185,19,1,13.59,0.49,14.08,6.63,5.73,12.36,0,0.0,73.56
23029,28.5702111,77.2066535,27,0,13.67,0.0,13.67,17.41,8.25,25.66,0,0.0,60.67
39105,28.6923814,76.9855679,4,2,15.03,0.0,15.03,0.07,9.53,9.6,0,0.0,75.37
42174,28.7157375,76.9343907,0,2,0.0,0.0,0.0,0.0,3.45,3.45,0,0.0,96.55
56548,28.8235348,77.126817,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
54353,28.8073652,77.0183213,1,0,0.07,0.0,0.07,7.04,3.8,10.84,0,0.0,89.09
2550,28.4157015,77.1841355,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
58395,28.8379078,77.010133,1,0,0.02,0.0,0.02,0.0,0.0,0.0,0,0.0,99.98
58582,28.8397044,76.9057315,0,0,0.0,0.0,0.0,0.0,2.71,2.71,0,0.0,97.29
27326,28.6025503,77.2332656,4,0,1.36,0.0,1.36,3.89,4.45,8.34,0,0.0,90.3
62033,28.8648571,77.149335,10,6,1.08,0.0,1.08,0.0,4.27,4.27,0,0.0,94.65
29887,28.6223131,77.1165816,37,12,13.07,9.06,22.130000000000003,6.26,10.99,17.25,0,0.0,60.62
58212,28.8361112,77.1227228,16,7,6.12,1.83,7.95,0.38,8.2,8.58,0,0.0,83.47
31925,28.6384827,76.9036844,1,1,0.05,0.0,0.05,0.0,2.1,2.1,0,0.0,97.85
23720,28.5756009,77.1595704,8,4,9.8,2.83,12.63,24.14,9.8,33.94,0,0.0,53.43000000000001
39998,28.6995679,76.8647897,0,2,0.0,0.0,0.0,0.0,3.03,3.03,0,0.0,96.97
55706,28.8181449,76.8647897,0,0,0.0,0.0,0.0,0.15,1.86,2.01,0,0.0,97.99
10984,28.4803799,76.9098256,5,2,0.71,0.0,0.71,0.0,1.59,1.59,0,0.0,97.7
30998,28.6312962,76.9548616,76,0,17.6,0.0,17.6,0.0,12.07,12.07,0,0.0,70.33
62222,28.8666537,77.0490277,7,0,0.84,0.0,0.84,0.29,3.62,3.91,0,0.0,95.25
64294,28.8828233,76.9057315,16,0,5.0,0.0,5.0,2.32,7.68,10.0,0,0.0,85.0
1795,28.4103117,77.1002049,7,3,5.29,0.0,5.29,0.0,8.22,8.22,0,0.0,86.49000000000001
6444,28.4462441,76.872978,10,4,1.23,0.0,1.23,0.06,4.05,4.11,0,0.0,94.66
54318,28.8073652,76.9466732,0,3,0.0,0.0,0.0,0.0,1.48,1.48,0,0.0,98.52
48831,28.7660429,76.9200611,0,0,0.0,0.0,0.0,2.86,3.92,6.78,0,0.0,93.22
48466,28.7624496,77.1472879,25,8,9.32,4.84,14.16,15.5,10.73,26.23,1,21.81,37.8
37210,28.6780084,77.0039917,0,2,0.0,0.0,0.0,0.0,1.59,1.59,0,0.0,98.41
57164,28.8289247,76.9262023,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
11875,28.4857698,77.2721603,0,0,0.0,0.0,0.0,1.59,6.56,8.15,0,0.0,91.85
19554,28.5450583,76.9139198,0,1,0.0,0.0,0.0,0.4,4.27,4.67,0,0.0,95.33
52380,28.7929922,76.8770722,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
31365,28.6330928,77.218936,5,8,2.4,9.9,12.3,0.54,7.3,7.84,1,1.86,78.0
52776,28.7947889,77.2005122,0,0,0.0,0.0,0.0,0.0,3.7,3.7,0,0.0,96.3
44766,28.7355003,76.8811664,0,1,0.0,0.0,0.0,0.0,1.15,1.15,0,0.0,98.85
14260,28.503736,77.2823957,13,2,3.39,0.0,3.39,2.12,1.65,3.77,0,0.0,92.84
20707,28.5540415,76.8381775,0,3,0.1,0.0,0.1,0.37,6.52,6.89,0,0.0,93.01
61437,28.8612639,76.9036844,0,0,0.01,0.0,0.01,2.22,3.03,5.25,0,0.0,94.74
8466,28.4606171,77.1145345,1,0,0.29,0.0,0.29,0.0,5.7,5.7,0,0.0,94.01
17810,28.5306854,77.241454,16,1,13.05,1.09,14.14,7.35,5.08,12.43,0,0.0,73.43
21986,28.5630246,77.0203684,7,1,5.0,0.0,5.0,0.0,3.47,3.47,0,0.0,91.53
11732,28.4857698,76.9794266,5,12,3.73,0.0,3.73,3.36,15.27,18.63,0,0.0,77.64
61352,28.8594673,77.2168889,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
30485,28.627703,76.8791193,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
13245,28.4965495,77.1534292,12,4,4.01,2.04,6.05,7.47,5.55,13.02,0,0.0,80.93
26505,28.5971604,77.0142272,2,5,0.06,0.0,0.06,0.0,3.67,3.67,1,42.99,53.28
43464,28.7247206,77.1390996,14,0,10.89,0.0,10.89,0.0,1.0,1.0,0,0.0,88.11
47608,28.7570598,76.8525072,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
34569,28.6582456,76.9569087,2,2,0.06,0.0,0.06,0.0,2.92,2.92,0,0.0,97.02
27852,28.6079401,76.848413,0,0,0.0,0.0,0.0,0.0,0.12,0.12,0,0.0,99.88
36603,28.6726185,77.2230302,15,3,19.25,7.53,26.78,6.49,6.12,12.61,0,0.0,60.61
16405,28.5199056,77.288537,29,0,4.79,0.0,4.79,0.0,0.06,0.06,0,0.0,95.15
36665,28.6744152,76.8627426,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
57351,28.8289247,77.3090079,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
7550,28.4534306,77.1882297,37,5,22.39,1.55,23.94,0.51,11.43,11.94,0,0.0,64.12
13985,28.5019394,77.2066535,28,0,10.25,0.0,10.25,0.0,5.41,5.41,0,0.0,84.34
28383,28.6115334,76.9610029,42,0,10.8,0.0,10.8,0.04,5.26,5.3,0,0.0,83.9
48712,28.7642463,77.1636646,18,0,6.45,0.0,6.45,0.07,3.15,3.22,0,0.0,90.33
52529,28.7929922,77.1820884,0,0,0.31,0.0,0.31,0.0,2.4,2.4,0,0.0,97.29
22424,28.5666178,76.9425791,0,3,0.0,0.0,0.0,0.0,3.5,3.5,0,0.0,96.5
32914,28.6456692,76.9794266,2,2,0.07,0.0,0.07,0.0,0.2,0.2,0,0.0,99.73
42994,28.7211273,77.1513821,39,7,20.33,0.53,20.86,0.03,14.94,14.97,0,0.0,64.17
62614,28.870247,76.8770722,0,0,0.0,0.0,0.0,0.0,3.9,3.9,0,0.0,96.1
53188,28.7983821,77.0694985,11,0,26.9,0.0,26.9,3.1,10.19,13.29,0,0.0,59.81
30977,28.6312962,76.9118727,0,1,0.0,0.0,0.0,0.0,1.34,1.34,0,0.0,98.66
2658,28.4174982,76.918014,17,5,5.63,7.92,13.55,1.27,20.28,21.55,0,0.0,64.89999999999999
6596,28.4462441,77.1841355,11,2,4.22,0.0,4.22,0.04,3.33,3.37,0,0.0,92.41
55482,28.8163483,76.8934489,1,0,0.05,0.0,0.05,0.0,3.43,3.43,0,0.0,96.52
12406,28.4911597,76.8975431,1,4,0.1,0.0,0.1,0.0,3.67,3.67,0,0.0,96.23
12179,28.4893631,76.9200611,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
2270,28.4139049,77.0981578,36,6,9.29,0.0,9.29,0.0,4.86,4.86,0,0.0,85.85
59442,28.8450943,77.2046064,2,0,0.5,0.0,0.5,0.0,0.07,0.07,0,0.0,99.43
35109,28.6618388,77.0879223,15,12,17.12,4.08,21.200000000000003,6.77,10.79,17.56,0,0.0,61.24
759,28.4031252,76.9282494,9,2,0.44,0.0,0.44,0.0,2.84,2.84,0,0.0,96.72
39666,28.6959746,77.1595704,42,5,16.98,7.63,24.61,3.04,10.21,13.25,1,4.35,57.79
42127,28.7157375,76.8381775,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
20444,28.5504482,77.2742074,15,6,3.29,1.29,4.58,11.66,4.04,15.7,0,0.0,79.72
16359,28.5199056,77.1943709,2,0,0.06,0.0,0.06,0.0,3.25,3.25,0,0.0,96.69
26360,28.5953638,77.2046064,24,4,22.73,2.4,25.13,0.03,3.48,3.51,0,0.0,71.36
24100,28.5791942,76.9630499,0,1,0.0,0.0,0.0,0.0,0.21,0.21,0,0.0,99.79
50030,28.775026,76.9384849,0,1,0.0,0.0,0.0,0.0,1.02,1.02,0,0.0,98.98
46716,28.7498733,76.9753325,2,2,0.27,0.0,0.27,2.6,1.55,4.15,0,0.0,95.58
40546,28.7031611,77.0121801,0,4,0.12,0.0,0.12,0.12,0.86,0.98,1,0.49,98.41
14519,28.5073293,76.8381775,0,0,0.07,0.0,0.07,13.03,0.0,13.03,0,0.0,86.9
23869,28.5773975,76.9773796,5,5,0.42,0.0,0.42,0.11,6.27,6.38,0,0.0,93.2
55133,28.8127551,77.1534292,13,1,11.9,0.0,11.9,0.19,10.37,10.56,0,0.0,77.54
6117,28.4426509,77.1779942,8,9,1.36,0.0,1.36,3.43,13.61,17.04,0,0.0,81.6
23216,28.5720077,77.102252,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
21560,28.5594313,77.1227228,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
3746,28.4246846,77.196418,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
62011,28.8648571,77.104299,0,2,0.0,0.0,0.0,0.0,2.36,2.36,0,0.0,97.64
60793,28.855874,77.0469806,38,0,5.0,0.0,5.0,0.03,8.03,8.06,0,0.0,86.94
13870,28.5019394,76.9712383,0,0,0.0,0.0,0.0,0.0,2.75,2.75,0,0.0,97.25
60366,28.8522808,77.1472879,1,0,0.44,0.0,0.44,0.0,2.65,2.65,0,0.0,96.91
22780,28.5684144,77.1841355,15,4,10.57,12.43,23.0,6.95,11.58,18.53,0,0.0,58.47
54287,28.8073652,76.8832135,0,0,0.0,0.0,0.0,0.0,2.88,2.88,0,0.0,97.12
62550,28.8684504,77.2332656,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
47591,28.7552632,77.3049137,36,2,4.55,0.0,4.55,0.43,11.82,12.25,0,0.0,83.2
46252,28.74628,76.9998975,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
3147,28.4210914,76.9446261,12,2,3.89,0.0,3.89,0.21,14.39,14.6,0,0.0,81.50999999999999
35227,28.6636354,76.8422717,2,3,0.03,0.0,0.03,0.0,3.57,3.57,0,0.0,96.4
19031,28.5396685,77.3049137,55,4,13.77,0.41,14.18,1.76,12.88,14.64,1,19.36,51.82000000000001
15363,28.5127191,77.104299,12,0,6.8,0.0,6.8,0.0,5.47,5.47,0,0.0,87.73
22017,28.5630246,77.0838282,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
47594,28.7552632,77.311055,0,5,0.0,0.0,0.0,0.0,6.76,6.76,0,0.0,93.24
48338,28.7624496,76.8852606,0,0,0.0,0.0,0.0,0.0,0.94,0.94,0,0.0,99.06
12180,28.4893631,76.9221082,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
51058,28.7822125,77.0940636,6,0,1.59,0.0,1.59,0.16,2.49,2.65,0,0.0,95.76
15791,28.5163124,77.0060388,3,2,3.69,0.0,3.69,0.05,6.07,6.12,0,0.0,90.19
59699,28.8468909,77.2435011,0,0,0.0,0.0,0.0,0.0,5.09,5.09,0,0.0,94.91
58871,28.841501,77.010133,4,0,0.35,0.0,0.35,0.0,4.52,4.52,0,0.0,95.13
29462,28.6187199,77.2209831,35,0,12.7,0.0,12.7,3.09,9.16,12.25,0,0.0,75.05
21921,28.5630246,76.8873077,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
12766,28.4929563,77.1472879,13,20,9.8,18.57,28.37,11.35,2.0,13.35,0,0.0,58.28
57584,28.8307213,77.2987725,2,0,0.07,0.0,0.07,0.0,4.5,4.5,0,0.0,95.43
4390,28.4300745,77.0531218,31,5,17.99,2.41,20.4,0.34,11.79,12.13,0,0.0,67.47
60677,28.8540774,77.2967254,0,0,0.0,0.0,0.0,0.3,3.87,4.17,0,0.0,95.83
5676,28.4390576,77.2496423,0,0,0.0,0.0,0.0,0.0,1.15,1.15,0,0.0,98.85
49906,28.7732294,77.171853,61,2,10.16,0.0,10.16,0.14,9.33,9.47,0,0.0,80.37
25402,28.5881773,77.1923239,8,0,1.93,0.0,1.93,0.0,0.0,0.0,1,0.02,98.05
47612,28.7570598,76.8606955,0,0,0.0,0.0,0.0,0.0,2.17,2.17,1,0.86,96.97
9034,28.4642103,77.3028666,21,1,13.29,0.88,14.17,0.0,4.06,4.06,0,0.0,81.77000000000001
13019,28.4947529,77.1779942,63,3,26.61,1.25,27.86,0.4,11.94,12.34,0,0.0,59.8
27067,28.6007536,77.1902768,10,0,12.72,0.0,12.72,0.81,4.98,5.79,0,0.0,81.49
12382,28.4911597,76.848413,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
57230,28.8289247,77.0613102,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0
39080,28.6923814,76.9343907,60,4,38.52,1.11,39.63,0.0,10.32,10.32,0,0.0,50.05
50183,28.775026,77.2516894,52,1,15.39,0.37,15.76,0.17,8.65,8.82,0,0.0,75.42
11105,28.4803799,77.1575233,47,8,32.91,3.34,36.25,0.0,6.96,6.96,0,0.0,56.790000000000006
56698,28.8253314,76.9466732,0,3,0.0,0.0,0.0,0.0,2.57,2.57,0,0.0,97.43
31150,28.6312962,77.266019,0,0,0.0,0.0,0.0,0.0,7.42,7.42,0,0.0,92.58
