grid_id,latitude,longitude,building_count,yellow_building_count,building_density,yellow_building_density,total_building_density,main_road_density,local_road_density,total_road_density,waterbody,water_percent,empty,building_density_norm,yellow_building_density_norm,total_building_density_norm,local_road_density_norm,total_road_density_norm,empty_norm,water_percent_norm,grid_score_raw,grid_score,grid_segment,grid_score_pca,grid_score_entropy,kmeans_cluster,grid_segment_kmeans
18974,28.5396685,77.1882297,8,3,8.0,1.81,9.81,7.03,8.81,15.84,0,0.0,74.35,0.1581605923114182,0.1041127408685649,0.1627675460428074,0.4352551751395683,0.5683224799526397,0.6587802558150362,0.0,0.11487709962976837,30.98,neutral,29.34,6.98,0,bad
18852,28.5396685,76.9384849,4,2,0.39,0.0,0.39,0.0,1.48,1.48,0,0.0,98.13,0.007710328875181638,0.0,0.006470881035340967,0.0731189170495529,0.053100837773352706,0.9751235508138058,0.0,-0.0813148053129505,11.39,bad,2.8,0.62,0,bad
63469,28.8756369,77.1657117,84,1,22.0,0.0,22.0,0.35,13.49,13.84,0,0.0,64.16,0.4349416288564001,0.0,0.36502405840384944,0.6664690479719383,0.4965645910697307,0.5232235621212826,0.0,0.21771404359163393,41.24,neutral,41.77,11.05,1,good
55380,28.8145517,77.171853,5,0,4.42,0.0,4.42,0.0,7.24,7.24,0,0.0,88.34,0.08738372725205856,0.0,0.07333665173386429,0.35768983745862365,0.2597635577561308,0.8448880227213771,0.0,0.011332448220863434,20.64,bad,15.88,3.77,0,bad
20360,28.5504482,77.102252,13,0,2.49,0.0,2.49,0.11,11.43,11.54,0,0.0,85.97,0.049227484356928926,0.0,0.04131408661025387,0.5646954201867498,0.41404301885438527,0.8133601165335266,0.0,0.040508732067636694,23.55,bad,21.29,4.66,0,bad
22285,28.5648212,77.1452408,10,0,4.71,0.0,4.71,1.09,7.76,8.85,0,0.0,86.44,0.09311704872334747,0.0,0.07814833250373321,0.3833802677733314,0.3175286583068726,0.8196124861150834,0.0,0.022516319901045176,21.75,bad,17.88,4.16,0,bad
52777,28.7947889,77.2025593,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,41.71,58.29,0.0,0.0,0.0,0.0,0.0,0.4451354569218387,1.0,-0.1445135456921839,5.08,bad,6.03,49.3,2,neutral
46911,28.7516699,76.8873077,0,3,0.0,0.0,0.0,0.0,3.2,3.2,0,0.0,96.8,0.0,0.0,0.0,0.1580949557828171,0.11481262221265451,0.9574306751894001,0.0,-0.06628819304088474,12.89,bad,5.33,1.1,0,bad
24790,28.584584,76.9139198,2,2,0.09,0.0,0.09,0.0,3.25,3.25,0,0.0,96.66,0.001779306663503455,0.0,0.0014932802389248385,0.1605651894669236,0.11660656943472722,0.9555682672289365,0.0,-0.0650475651413504,13.01,bad,5.49,1.14,0,bad
9030,28.4642103,77.2946783,22,3,25.73,1.18,26.91,0.0,10.97,10.97,0,0.0,62.12,0.5086840050215988,0.06787460454414727,0.4464907914385267,0.5419692702929698,0.3935920205227562,0.49608561755452524,0.0,0.24354889157712728,43.82,neutral,41.86,11.76,1,good
43184,28.722924,77.0531218,35,0,7.16,0.0,7.16,0.29,6.04,6.33,0,0.0,86.51,0.1415537301187193,0.0,0.11879873900779826,0.29840422904006725,0.2271137183144072,0.8205436900953154,0.0,0.021330257692658547,21.64,bad,16.48,4.18,0,bad
23786,28.5756009,77.2946783,4,0,0.21,0.0,0.21,0.0,3.6,3.6,1,25.64,70.55,0.004151715548174728,0.0,0.0034843205574912896,0.17785682525566923,0.1291641999892363,0.608229182602449,1.0,-0.1262998235296399,6.9,bad,9.89,31.6,2,neutral
1830,28.4103117,77.171853,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,9.52,bad,0.0,0.0,0,bad
60142,28.8504841,77.1759471,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,9.52,bad,0.0,0.0,0,bad
17379,28.5288887,76.8463659,0,0,0.23,0.0,0.23,0.11,3.01,3.12,0,0.0,96.65,0.004547117028953274,0.0,0.0038161606105856986,0.1487080677832123,0.11194230665733815,0.9554352380889034,0.0,-0.06612180299024471,12.91,bad,5.3,1.11,0,bad
59371,28.8450943,77.0592631,1,0,0.1,0.0,0.1,0.0,2.65,2.65,0,0.0,97.25,0.0019770074038927277,0.0,0.0016592002654720428,0.1309223852576454,0.0950792027698545,0.9634169864908908,0.0,-0.07128920884442917,12.39,bad,4.5,0.94,0,bad
2928,28.4192948,76.9835208,21,1,6.28,0.0,6.28,0.0,5.17,5.17,0,0.0,88.55,0.1241560649644633,0.0,0.10419777667164429,0.25542216293661385,0.18549414276231993,0.8476816346620726,0.0,0.004278662020681057,19.93,bad,14.04,3.6,0,bad
